"","workerid","rt","content","subjectGender","speakerGender","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","american","gender","comments","Answer.time_in_minutes"
"114",4,4895,"Zack owns a car",NA,"M","control_good","control_good1","control","Yes",6,"29","English",0,"Female","Fun study",2.95286666666667
"115",4,6695,"Zoe calculated the tip","M","M","demonstrate","10","C","Yes",7,"29","English",0,"Female","Fun study",2.95286666666667
"116",4,7990,"Vanessa looked into the mirror",NA,"F","control_good","control_good4","control","Yes",8,"29","English",0,"Female","Fun study",2.95286666666667
"117",4,3942,"Grace visited her sister","M","F","see","9","NonProj","Yes",9,"29","English",0,"Female","Fun study",2.95286666666667
"118",4,5929,"Josie went on vacation to France","M","F","confess","2","C","Yes",10,"29","English",0,"Female","Fun study",2.95286666666667
"119",4,6208,"Emily bought a car yesterday","M","F","reveal","8","NonProj","Yes",11,"29","English",0,"Female","Fun study",2.95286666666667
"120",4,5536,"Julian dances salsa","F","F","prove","18","C","Yes",12,"29","English",0,"Female","Fun study",2.95286666666667
"121",4,7463,"Owen shoveled snow last winter","F","F","inform_Sam","17","C","Yes",13,"29","English",0,"Female","Fun study",2.95286666666667
"122",4,4616,"Jackson ran 10 miles","F","M","announce","13","C","Yes",14,"29","English",0,"Female","Fun study",2.95286666666667
"123",4,3503,"Frederick solved the problem",NA,"F","control_good","control_good3","control","Yes",15,"29","English",0,"Female","Fun study",2.95286666666667
"124",4,4854,"Jayden rented a car","F","F","hear","14","C","Yes",16,"29","English",0,"Female","Fun study",2.95286666666667
"125",4,5775,"Mia drank 2 cocktails last night","M","M","admit","6","C","Yes",17,"29","English",0,"Female","Fun study",2.95286666666667
"126",4,6575,"Tony had a drink last night","F","M","pretend","15","NonProj","No",18,"29","English",0,"Female","Fun study",2.95286666666667
"127",4,5254,"Olivia sleeps until noon","M","M","say","4","C","Yes",19,"29","English",0,"Female","Fun study",2.95286666666667
"128",4,4015,"Mary is pregnant","M","M","discover","1","NonProj","Yes",20,"29","English",0,"Female","Fun study",2.95286666666667
"129",4,9190,"Sophia got a tattoo","M","M","acknowledge","5","C","Yes",21,"29","English",0,"Female","Fun study",2.95286666666667
"130",4,5817,"Charley speaks Spanish","F","M","establish","20","NonProj","Yes",22,"29","English",0,"Female","Fun study",2.95286666666667
"131",4,9943,"Madison closed the window",NA,"F","control_bad","control_bad3","control","No",23,"29","English",0,"Female","Fun study",2.95286666666667
"132",4,6661,"Isabella ate a steak on Sunday","M","F","suggest","7","C","No",24,"29","English",0,"Female","Fun study",2.95286666666667
"133",4,16673,"Jon walks to work","F","F","know","19","NonProj","Yes",25,"29","English",0,"Female","Fun study",2.95286666666667
"134",4,5984,"Danny ate the last cupcake","F","F","be_right_that","11","C","Yes",26,"29","English",0,"Female","Fun study",2.95286666666667
"135",4,5378,"the window broke",NA,"F","control_good","control_good2","control","Yes",27,"29","English",0,"Female","Fun study",2.95286666666667
"136",4,12072,"Josh learned to ride a bike yesterday","F","F","think","16","NonProj","No",28,"29","English",0,"Female","Fun study",2.95286666666667
"137",4,4135,"Emma studied on Saturday morning","M","M","confirm","3","C","Yes",29,"29","English",0,"Female","Fun study",2.95286666666667
"138",4,3943,"the apartment has a balcony",NA,"F","control_bad","control_bad2","control","No",30,"29","English",0,"Female","Fun study",2.95286666666667
"139",4,4616,"Frank got a cat","F","M","annoyed","12","NonProj","Yes",31,"29","English",0,"Female","Fun study",2.95286666666667
"140",4,4239,"Dana wears a wig",NA,"F","control_bad","control_bad1","control","No",32,"29","English",0,"Female","Fun study",2.95286666666667
"169",6,2779,"Frederick solved the problem",NA,"M","control_good","control_good3","control","Yes",5,"27","english",0,"Male","All good.",1.4412
"170",6,3181,"Mia drank 2 cocktails last night","M","F","think","6","NonProj","No",6,"27","english",0,"Male","All good.",1.4412
"171",6,2216,"Jackson ran 10 miles","F","M","prove","13","C","Yes",7,"27","english",0,"Male","All good.",1.4412
"172",6,3093,"Dana wears a wig",NA,"F","control_bad","control_bad1","control","No",8,"27","english",0,"Male","All good.",1.4412
"173",6,3037,"Owen shoveled snow last winter","F","F","confirm","17","C","Yes",9,"27","english",0,"Male","All good.",1.4412
"174",6,3965,"the apartment has a balcony",NA,"F","control_bad","control_bad2","control","No",10,"27","english",0,"Male","All good.",1.4412
"175",6,2755,"Grace visited her sister","M","M","reveal","9","NonProj","Yes",11,"27","english",0,"Male","All good.",1.4412
"176",6,3222,"Jon walks to work","F","F","see","19","NonProj","Yes",12,"27","english",0,"Male","All good.",1.4412
"177",6,2266,"Sebastian did really well on the exam",NA,"F","control_bad","control_bad4","control","No",13,"27","english",0,"Male","All good.",1.4412
"178",6,2476,"Vanessa looked into the mirror",NA,"M","control_good","control_good4","control","Yes",14,"27","english",0,"Male","All good.",1.4412
"179",6,4309,"Emma studied on Saturday morning","M","M","confess","3","C","Yes",15,"27","english",0,"Male","All good.",1.4412
"180",6,2058,"Sophia got a tattoo","M","F","admit","5","C","Yes",16,"27","english",0,"Male","All good.",1.4412
"181",6,3100,"Olivia sleeps until noon","M","M","inform_Sam","4","C","Yes",17,"27","english",0,"Male","All good.",1.4412
"182",6,3220,"Emily bought a car yesterday","M","F","pretend","8","NonProj","No",18,"27","english",0,"Male","All good.",1.4412
"183",6,2724,"Madison closed the window",NA,"F","control_bad","control_bad3","control","No",19,"27","english",0,"Male","All good.",1.4412
"184",6,2186,"Mary is pregnant","M","F","know","1","NonProj","Yes",20,"27","english",0,"Male","All good.",1.4412
"185",6,2029,"Tony had a drink last night","F","M","hear","15","C","Yes",21,"27","english",0,"Male","All good.",1.4412
"186",6,2585,"Jayden rented a car","F","M","annoyed","14","NonProj","Yes",22,"27","english",0,"Male","All good.",1.4412
"187",6,2846,"Julian dances salsa","F","F","demonstrate","18","C","Yes",23,"27","english",0,"Male","All good.",1.4412
"188",6,3732,"Isabella ate a steak on Sunday","M","F","establish","7","NonProj","Yes",24,"27","english",0,"Male","All good.",1.4412
"189",6,2830,"Charley speaks Spanish","F","F","say","20","C","Yes",25,"27","english",0,"Male","All good.",1.4412
"190",6,3108,"Danny ate the last cupcake","F","F","acknowledge","11","C","Yes",26,"27","english",0,"Male","All good.",1.4412
"191",6,4423,"Josh learned to ride a bike yesterday","F","F","discover","16","NonProj","Yes",27,"27","english",0,"Male","All good.",1.4412
"192",6,5776,"Josie went on vacation to France","M","F","suggest","2","C","No",28,"27","english",0,"Male","All good.",1.4412
"193",6,3024,"Zoe calculated the tip","M","F","be_right_that","10","C","Yes",29,"27","english",0,"Male","All good.",1.4412
"194",6,2272,"Frank got a cat","F","F","announce","12","C","Yes",30,"27","english",0,"Male","All good.",1.4412
"195",6,4520,"Zack owns a car",NA,"F","control_good","control_good1","control","Yes",31,"27","english",0,"Male","All good.",1.4412
"196",6,2740,"the window broke",NA,"F","control_good","control_good2","control","Yes",32,"27","english",0,"Male","All good.",1.4412
"253",9,3860,"Mia drank 2 cocktails last night","M","F","confirm","6","C","Yes",5,"28","English",0,"Female","",1.52865
"254",9,3480,"Josie went on vacation to France","M","F","discover","2","NonProj","Yes",6,"28","English",0,"Female","",1.52865
"255",9,3789,"Olivia sleeps until noon","M","M","see","4","NonProj","Yes",7,"28","English",0,"Female","",1.52865
"256",9,3514,"Jon walks to work","F","F","think","19","NonProj","No",8,"28","English",0,"Female","",1.52865
"257",9,3573,"Frederick solved the problem",NA,"M","control_good","control_good3","control","Yes",9,"28","English",0,"Female","",1.52865
"258",9,3695,"Sophia got a tattoo","M","F","acknowledge","5","C","Yes",10,"28","English",0,"Female","",1.52865
"259",9,2694,"Isabella ate a steak on Sunday","M","M","annoyed","7","NonProj","Yes",11,"28","English",0,"Female","",1.52865
"260",9,2246,"the apartment has a balcony",NA,"M","control_bad","control_bad2","control","No",12,"28","English",0,"Female","",1.52865
"261",9,3710,"Jayden rented a car","F","F","demonstrate","14","C","Yes",13,"28","English",0,"Female","",1.52865
"262",9,2379,"Madison closed the window",NA,"F","control_bad","control_bad3","control","No",14,"28","English",0,"Female","",1.52865
"263",9,2678,"Danny ate the last cupcake","F","F","prove","11","C","Yes",15,"28","English",0,"Female","",1.52865
"264",9,5090,"Josh learned to ride a bike yesterday","F","F","inform_Sam","16","C","No",16,"28","English",0,"Female","",1.52865
"265",9,3909,"Zack owns a car",NA,"F","control_good","control_good1","control","Yes",17,"28","English",0,"Female","",1.52865
"266",9,3398,"Zoe calculated the tip","M","M","say","10","C","No",18,"28","English",0,"Female","",1.52865
"267",9,5162,"Emma studied on Saturday morning","M","M","confess","3","C","No",19,"28","English",0,"Female","",1.52865
"268",9,2647,"Grace visited her sister","M","F","suggest","9","C","No",20,"28","English",0,"Female","",1.52865
"269",9,2446,"Dana wears a wig",NA,"F","control_bad","control_bad1","control","No",21,"28","English",0,"Female","",1.52865
"270",9,3467,"Tony had a drink last night","F","F","know","15","NonProj","Yes",22,"28","English",0,"Female","",1.52865
"271",9,2724,"Vanessa looked into the mirror",NA,"M","control_good","control_good4","control","Yes",23,"28","English",0,"Female","",1.52865
"272",9,2387,"Mary is pregnant","M","F","pretend","1","NonProj","No",24,"28","English",0,"Female","",1.52865
"273",9,4931,"Owen shoveled snow last winter","F","M","admit","17","C","No",25,"28","English",0,"Female","",1.52865
"274",9,2395,"Emily bought a car yesterday","M","M","announce","8","C","No",26,"28","English",0,"Female","",1.52865
"275",9,2679,"Jackson ran 10 miles","F","M","establish","13","NonProj","Yes",27,"28","English",0,"Female","",1.52865
"276",9,2932,"Frank got a cat","F","F","hear","12","C","No",28,"28","English",0,"Female","",1.52865
"277",9,3051,"the window broke",NA,"M","control_good","control_good2","control","Yes",29,"28","English",0,"Female","",1.52865
"278",9,2734,"Charley speaks Spanish","F","M","be_right_that","20","C","Yes",30,"28","English",0,"Female","",1.52865
"279",9,2404,"Sebastian did really well on the exam",NA,"F","control_bad","control_bad4","control","No",31,"28","English",0,"Female","",1.52865
"280",9,3745,"Julian dances salsa","F","M","reveal","18","NonProj","No",32,"28","English",0,"Female","",1.52865
"281",10,7679,"Tony had a drink last night","F","F","inform_Sam","15","C","No",5,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"282",10,9527,"Charley speaks Spanish","F","F","announce","20","C","No",6,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"283",10,15392,"Jon walks to work","F","F","confess","19","C","No",7,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"284",10,6328,"Olivia sleeps until noon","M","F","think","4","NonProj","No",8,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"285",10,3472,"Sophia got a tattoo","M","M","discover","5","NonProj","Yes",9,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"286",10,5213,"Frank got a cat","F","F","be_right_that","12","C","Yes",10,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"287",10,5551,"Josh learned to ride a bike yesterday","F","F","pretend","16","NonProj","No",11,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"288",10,6183,"Mia drank 2 cocktails last night","M","M","annoyed","6","NonProj","Yes",12,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"289",10,9312,"Zack owns a car",NA,"F","control_good","control_good1","control","Yes",13,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"290",10,3480,"Danny ate the last cupcake","F","F","hear","11","C","No",14,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"291",10,7936,"Josie went on vacation to France","M","M","demonstrate","2","C","Yes",15,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"292",10,5176,"Jayden rented a car","F","F","establish","14","NonProj","Yes",16,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"293",10,4096,"Jackson ran 10 miles","F","M","confirm","13","C","Yes",17,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"294",10,5704,"the window broke",NA,"F","control_good","control_good2","control","Yes",18,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"295",10,2871,"Julian dances salsa","F","M","prove","18","C","Yes",19,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"296",10,6280,"Zoe calculated the tip","M","M","know","10","NonProj","Yes",20,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"297",10,6085,"Madison closed the window",NA,"F","control_bad","control_bad3","control","No",21,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"298",10,5504,"Dana wears a wig",NA,"F","control_bad","control_bad1","control","No",22,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"299",10,5327,"Vanessa looked into the mirror",NA,"M","control_good","control_good4","control","Yes",23,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"300",10,7439,"Mary is pregnant","M","M","see","1","NonProj","Yes",24,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"301",10,5704,"Owen shoveled snow last winter","F","F","acknowledge","17","C","Yes",25,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"302",10,4256,"Emma studied on Saturday morning","M","F","say","3","C","No",26,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"303",10,3200,"Isabella ate a steak on Sunday","M","M","suggest","7","C","No",27,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"304",10,4016,"Sebastian did really well on the exam",NA,"M","control_bad","control_bad4","control","No",28,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"305",10,10472,"Emily bought a car yesterday","M","F","admit","8","C","Yes",29,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"306",10,4919,"the apartment has a balcony",NA,"F","control_bad","control_bad2","control","No",30,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"307",10,4335,"Frederick solved the problem",NA,"M","control_good","control_good3","control","Yes",31,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"308",10,3956,"Grace visited her sister","M","F","reveal","9","NonProj","Yes",32,"36","English",0,"Female","I think it is a fair price - it was a quick survey relative to others.",2.82355
"309",11,6913,"Owen shoveled snow last winter","F","M","annoyed","17","NonProj","Yes",5,"36","english",0,"Female","",3.37175
"310",11,4161,"Frank got a cat","F","M","inform_Sam","12","C","Yes",6,"36","english",0,"Female","",3.37175
"311",11,6622,"Emily bought a car yesterday","M","F","pretend","8","NonProj","No",7,"36","english",0,"Female","",3.37175
"312",11,6175,"Olivia sleeps until noon","M","M","confess","4","C","Yes",8,"36","english",0,"Female","",3.37175
"313",11,4224,"Zack owns a car",NA,"M","control_good","control_good1","control","Yes",9,"36","english",0,"Female","",3.37175
"314",11,4386,"Mary is pregnant","M","M","announce","1","C","Yes",10,"36","english",0,"Female","",3.37175
"315",11,7757,"Josh learned to ride a bike yesterday","F","F","discover","16","NonProj","Yes",11,"36","english",0,"Female","",3.37175
"316",11,6565,"Emma studied on Saturday morning","M","F","be_right_that","3","C","Yes",12,"36","english",0,"Female","",3.37175
"317",11,5639,"the apartment has a balcony",NA,"F","control_bad","control_bad2","control","No",13,"36","english",0,"Female","",3.37175
"318",11,4538,"Dana wears a wig",NA,"F","control_bad","control_bad1","control","No",14,"36","english",0,"Female","",3.37175
"319",11,5151,"Madison closed the window",NA,"F","control_bad","control_bad3","control","No",15,"36","english",0,"Female","",3.37175
"320",11,17142,"Isabella ate a steak on Sunday","M","M","say","7","C","Yes",16,"36","english",0,"Female","",3.37175
"321",11,6416,"Sophia got a tattoo","M","F","acknowledge","5","C","Yes",17,"36","english",0,"Female","",3.37175
"322",11,4071,"the window broke",NA,"M","control_good","control_good2","control","Yes",18,"36","english",0,"Female","",3.37175
