workerid,rt,content,trigger,short_trigger,trigger_class,response,block,slide_number_in_experiment,american,age,language,comments,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
0,3927,yoga,MC7,MC,NonProj,1,block1,13,Yes,27,English,,Windows,540,960,Firefox,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FTOP5WARFP1TZMLA34FAT5B50S0JQ,0,Approved,Tue Jun 23 07:17:46 CEST 2015,Mon Jun 22 14:35:47 CEST 2015,Mon Jun 22 14:37:46 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.4009666666666667
0,3902,purple,saw,saw,C,0,block1,14,Yes,27,English,,Windows,540,960,Firefox,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FTOP5WARFP1TZMLA34FAT5B50S0JQ,0,Approved,Tue Jun 23 07:17:46 CEST 2015,Mon Jun 22 14:35:47 CEST 2015,Mon Jun 22 14:37:46 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.4009666666666667
0,1694,dancing,revealed,revealed,C,0,block1,15,Yes,27,English,,Windows,540,960,Firefox,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FTOP5WARFP1TZMLA34FAT5B50S0JQ,0,Approved,Tue Jun 23 07:17:46 CEST 2015,Mon Jun 22 14:35:47 CEST 2015,Mon Jun 22 14:37:46 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.4009666666666667
0,5682,picture,found_out,found_out,C,0.01,block1,16,Yes,27,English,,Windows,540,960,Firefox,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FTOP5WARFP1TZMLA34FAT5B50S0JQ,0,Approved,Tue Jun 23 07:17:46 CEST 2015,Mon Jun 22 14:35:47 CEST 2015,Mon Jun 22 14:37:46 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.4009666666666667
0,2605,swing,established,established,C,0,block1,17,Yes,27,English,,Windows,540,960,Firefox,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FTOP5WARFP1TZMLA34FAT5B50S0JQ,0,Approved,Tue Jun 23 07:17:46 CEST 2015,Mon Jun 22 14:35:47 CEST 2015,Mon Jun 22 14:37:46 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.4009666666666667
0,2321,cupcakes,noticed,noticed,C,0,block1,18,Yes,27,English,,Windows,540,960,Firefox,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FTOP5WARFP1TZMLA34FAT5B50S0JQ,0,Approved,Tue Jun 23 07:17:46 CEST 2015,Mon Jun 22 14:35:47 CEST 2015,Mon Jun 22 14:37:46 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.4009666666666667
0,2303,poem,realize,realize,C,0,block1,19,Yes,27,English,,Windows,540,960,Firefox,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FTOP5WARFP1TZMLA34FAT5B50S0JQ,0,Approved,Tue Jun 23 07:17:46 CEST 2015,Mon Jun 22 14:35:47 CEST 2015,Mon Jun 22 14:37:46 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.4009666666666667
0,1619,hat,MC3,MC,NonProj,1,block1,20,Yes,27,English,,Windows,540,960,Firefox,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FTOP5WARFP1TZMLA34FAT5B50S0JQ,0,Approved,Tue Jun 23 07:17:46 CEST 2015,Mon Jun 22 14:35:47 CEST 2015,Mon Jun 22 14:37:46 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.4009666666666667
0,1423,zoo,MC6,MC,NonProj,1,block1,21,Yes,27,English,,Windows,540,960,Firefox,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FTOP5WARFP1TZMLA34FAT5B50S0JQ,0,Approved,Tue Jun 23 07:17:46 CEST 2015,Mon Jun 22 14:35:47 CEST 2015,Mon Jun 22 14:37:46 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.4009666666666667
0,2431,garage,learned,learned,C,0,block1,22,Yes,27,English,,Windows,540,960,Firefox,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FTOP5WARFP1TZMLA34FAT5B50S0JQ,0,Approved,Tue Jun 23 07:17:46 CEST 2015,Mon Jun 22 14:35:47 CEST 2015,Mon Jun 22 14:37:46 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.4009666666666667
1,6979,yoga,MC3,MC,NonProj,0.99,block1,3,Yes,41,english,,Linux,768,1366,Chrome,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICT9YDA,1,Approved,Tue Jun 23 07:18:38 CEST 2015,Mon Jun 22 14:36:46 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.82815
1,6140,chili,discovered,discovered,C,0.5,block1,4,Yes,41,english,,Linux,768,1366,Chrome,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICT9YDA,1,Approved,Tue Jun 23 07:18:38 CEST 2015,Mon Jun 22 14:36:46 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.82815
1,4711,hat,established,established,C,0.33,block1,5,Yes,41,english,,Linux,768,1366,Chrome,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICT9YDA,1,Approved,Tue Jun 23 07:18:38 CEST 2015,Mon Jun 22 14:36:46 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.82815
1,4286,garage,MC1,MC,NonProj,0.98,block1,6,Yes,41,english,,Linux,768,1366,Chrome,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICT9YDA,1,Approved,Tue Jun 23 07:18:38 CEST 2015,Mon Jun 22 14:36:46 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.82815
1,8111,bmw,learned,learned,C,0.49,block1,7,Yes,41,english,,Linux,768,1366,Chrome,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICT9YDA,1,Approved,Tue Jun 23 07:18:38 CEST 2015,Mon Jun 22 14:36:46 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.82815
1,5101,purple,is_annoyed,is_annoyed,C,0.22,block1,8,Yes,41,english,,Linux,768,1366,Chrome,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICT9YDA,1,Approved,Tue Jun 23 07:18:38 CEST 2015,Mon Jun 22 14:36:46 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.82815
1,3797,poodle,MC7,MC,NonProj,0.98,block1,9,Yes,41,english,,Linux,768,1366,Chrome,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICT9YDA,1,Approved,Tue Jun 23 07:18:38 CEST 2015,Mon Jun 22 14:36:46 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.82815
1,5384,poem,confessed,confessed,C,0.53,block1,10,Yes,41,english,,Linux,768,1366,Chrome,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICT9YDA,1,Approved,Tue Jun 23 07:18:38 CEST 2015,Mon Jun 22 14:36:46 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.82815
1,3380,zoo,noticed,noticed,C,0.51,block1,11,Yes,41,english,,Linux,768,1366,Chrome,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICT9YDA,1,Approved,Tue Jun 23 07:18:38 CEST 2015,Mon Jun 22 14:36:46 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.82815
1,4260,cupcakes,realize,realize,C,0.49,block1,12,Yes,41,english,,Linux,768,1366,Chrome,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICT9YDA,1,Approved,Tue Jun 23 07:18:38 CEST 2015,Mon Jun 22 14:36:46 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.82815
1,3952,horse,MC8,MC,NonProj,0.98,block1,13,Yes,41,english,,Linux,768,1366,Chrome,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICT9YDA,1,Approved,Tue Jun 23 07:18:38 CEST 2015,Mon Jun 22 14:36:46 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.82815
1,3744,tea,is_aware,is_aware,C,0.5,block1,14,Yes,41,english,,Linux,768,1366,Chrome,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICT9YDA,1,Approved,Tue Jun 23 07:18:38 CEST 2015,Mon Jun 22 14:36:46 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.82815
1,3320,frisbee,saw,saw,C,0.52,block1,15,Yes,41,english,,Linux,768,1366,Chrome,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36AHBNMV1RDLN8IE8FTDZN4ICT9YDA,1,Approved,Tue Jun 23 07:18:38 CEST 2015,Mon Jun 22 14:36:46 CEST 2015,Mon Jun 22 14:38:38 CEST 2015,Mon Jun 22 17:53:12 CEST 2015,,,,,[],{},1.82815
